국회의원코드,의원이름(한자),의원이름(한글),경력대수,경력대수코드,의원이력,활동기간
WSH8502Q,宋漢喆,송한철,제6대,100006,"제6대 민주공화당 경북 성주,칠곡군",1963.12.17 ~ 1967.06.30
Y794261C,申灌雨,신관우,제6대,100006,제6대 민주공화당 충북 청원군,1963.12.17 ~ 1967.06.30
J1D5637T,辛泳柱,신영주,제6대,100006,제6대 민주공화당 경남 창녕,1963.12.17 ~ 1967.06.30
DDF1102W,申玉澈,신옥철,제6대,100006,"제6대 민주공화당 강원 춘천,춘성",1963.12.17 ~ 1967.06.30
M5Q11399,申允昌,신윤창,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
4CA6285C,申仁雨,신인우,제6대,100006,제6대 민중당 서울 중구,1965.11.09 ~ 1967.05.08
BCA49185,申河均,신하균,제6대,100006,"제6대 민정당 경기 광주,이천",1963.12.17 ~ 1967.06.30
4BC2508K,申泂植,신형식,제6대,100006,제6대 민주공화당 전남 고흥,1963.12.17 ~ 1967.06.30
C6F2967H,安東濬,안동준,제6대,100006,제6대 민주공화당 충북 괴산군,1963.12.17 ~ 1967.06.30
JLH4180W,梁剋弼,양극필,제6대,100006,제6대 민주공화당 경남 동래,1963.12.17 ~ 1967.06.30
ZQO33825,楊淳稙,양순직,제6대,100006,제6대 민주공화당 충남 논산,1963.12.17 ~ 1967.06.30
93D9038H,梁會璲,양회수,제6대,100006,"제6대 민정당 전남 곡성,화순군",1963.12.17 ~ 1967.06.30
QDG4445P,嚴廷柱,엄정주,제6대,100006,"제6대 민주공화당 강원 영월,정선군",1963.12.17 ~ 1967.05.04
7WM8289J,芮春浩,예춘호,제6대,100006,제6대 민주공화당 부산 영도구,1963.12.17 ~ 1967.06.30
16R8959D,吳相稙,오상직,제6대,100006,제6대 민주공화당 경북 의성,1963.12.17 ~ 1967.06.30
A3M1546A,吳致成,오치성,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
M584072W,吳學鎭,오학진,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
K206472E,玉朝南,옥조남,제6대,100006,"제6대 민주공화당 경기 시흥,부천,옹진군",1963.12.17 ~ 1967.06.30
WRD84532,禹甲麟,우갑린,제6대,100006,제6대 신민당 ,1967.06.26 ~ 1967.06.30
I0M2449K,柳光鉉,유광현,제6대,100006,제6대 민주공화당 전북 남원,1963.12.17 ~ 1967.06.30
8941463K,劉聖權,유성권,제6대,100006,제6대 민주당 서울 성동구갑,1963.12.17 ~ 1967.05.12
T856148T,劉守鉉,유수현,제6대,100006,제6대 정민회 전남 광주시갑,1965.11.09 ~ 1967.06.30
4QG8322V,柳承源,유승원,제6대,100006,제6대 민주공화당 경기 인천시갑,1963.12.17 ~ 1967.06.30
T7T8359U,柳珍山,유진산,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
NQY2893P,柳昌烈,유창열,제6대,100006,제6대 민주당 ,1963.12.17 ~ 1967.06.30
MT56949U,柳靑,유청,제6대,100006,제6대 민정당 전북 전주,1963.12.17 ~ 1967.06.30
1OF99975,柳致松,유치송,제6대,100006,제6대 민정당 경기 평택군,1963.12.17 ~ 1967.06.30
VKN9171V,陸寅修,육인수,제6대,100006,"제6대 민주공화당 충북 보은,옥천군",1963.12.17 ~ 1967.06.30
01B9062T,尹潽善,윤보선,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1965.08.05
J2O5434U,尹濟述,윤제술,제6대,100006,제6대 민정당 서울 서대문구을,1963.12.17 ~ 1965.08.12
2FQ58160,李南俊,이남준,제6대,100006,제6대 민주공화당 전남 진도군,1963.12.17 ~ 1967.06.30
YG94643C,李暾海,이돈해,제6대,100006,"제6대 민주공화당 경기 김포,강화",1963.12.17 ~ 1967.06.30
MFB7723Q,李東寧,이동녕,제6대,100006,제6대 민주공화당 경북 문경시,1963.12.17 ~ 1967.06.30
2081986U,李東鎭,이동진,제6대,100006,제6대 민주공화당 충북 영동군,1963.12.17 ~ 1967.05.10
IYC3468T,李萬燮,이만섭,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
WMP4503Z,李白日,이백일,제6대,100006,"제6대 민주공화당 경기 여주,양평군",1963.12.17 ~ 1967.06.30
U4Z83433,李炳玉,이병옥,제6대,100006,제6대 민주공화당 전북 부안군,1965.09.13 ~ 1967.06.30
U4Z83433,李炳玉,이병옥,제6대,100006,제6대 민주공화당 전북 부안군,1963.12.17 ~ 1965.08.19
9VF7142D,李秉禧,이병희,제6대,100006,제6대 민주공화당 경기 수원,1963.12.17 ~ 1967.06.30
ZNS6961Q,李相敦,이상돈,제6대,100006,"제6대 민정당 충남 천안,천원군",1963.12.17 ~ 1967.06.30
71X80031,李相武,이상무,제6대,100006,"제6대 민주공화당 경북 경주,월성군",1963.12.17 ~ 1967.06.30
V478504T,李相喆,이상철,제6대,100006,"제6대 국민의당 충남 청양,홍성군",1963.12.17 ~ 1967.06.30
OZD1470G,李相禧,이상희,제6대,100006,제6대 민주공화당 충남 서산,1963.12.17 ~ 1967.06.30
33E7076V,李承春,이승춘,제6대,100006,"제6대 민주공화당 강원 홍천,인제군",1963.12.17 ~ 1967.06.30
S326239W,李榮俊,이영준,제6대,100006,제6대 민정당 서울 동대문구을,1963.12.17 ~ 1967.06.30
AP02342T,李寧鎭,이영진,제6대,100006,제6대 민주공화당 충남 아산,1963.12.17 ~ 1967.06.30
02G3199K,李遇兌,이우태,제6대,100006,제6대 민중당 ,1965.09.15 ~ 1967.06.30
H446831O,李于憲,이우헌,제6대,100006,"제6대 민주공화당 전남 여수시,여천군",1963.12.17 ~ 1967.06.30
8QN2498E,李原万,이원만,제6대,100006,"제6대 민주공화당 경북 대구시,동구",1963.12.17 ~ 1967.06.30
6O61738R,李原弘,이원홍,제6대,100006,제6대 신민당 ,1967.06.21 ~ 1967.06.30
4YY13241,李在晩,이재만,제6대,100006,제6대 민주공화당 경남 밀양,1963.12.17 ~ 1967.06.30
1C853454,李晶來,이정래,제6대,100006,제6대 민정당 전남 보성군,1963.12.17 ~ 1967.06.30
6MO9040Z,李鍾極,이종극,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
DCY93694,李鐘根,이종근,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
GAW4142V,李鍾諄,이종순,제6대,100006,제6대 민주공화당 부산 동구,1963.12.17 ~ 1967.06.30
TN53355N,李重載,이중재,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
ZXL9063Y,李忠煥,이충환,제6대,100006,"제6대 민정당 충북 진천,음성군",1963.12.17 ~ 1967.06.30
E0N2954V,李泰鎔,이태용,제6대,100006,제6대 민중당 ,1967.01.25 ~ 1967.06.30
57O8885T,李活,이활,제6대,100006,제6대 민주공화당 경북 영천,1963.12.17 ~ 1967.06.30
2B247480,李孝祥,이효상,제6대,100006,"제6대 민주공화당 경북 대구시,남구",1963.12.17 ~ 1967.06.30
K5A8588U,李喜承,이희승,제6대,100006,제6대 자유민주당 충북 충주시중원,1963.12.17 ~ 1967.05.10
3MF9619J,印泰植,인태식,제6대,100006,제6대 민주공화당 충남 당진,1963.12.17 ~ 1967.04.21
ZIL6794T,任炳洙,임병수,제6대,100006,"제6대 민주공화당 제주 제주,북제주군",1963.12.17 ~ 1967.06.30
4UE4157N,林次周,임차주,제6대,100006,제6대 민중당 ,1965.09.08 ~ 1967.05.12
2OJ1050R,張坰淳,장경순,제6대,100006,제6대 민주공화당 전북 김제,1963.12.17 ~ 1967.06.30
95A15686,張致勳,장치훈,제6대,100006,제6대 민주당 ,1963.12.17 ~ 1967.06.30
WGG9113S,錢鎭漢,전진한,제6대,100006,제6대 민정당 서울 종로구,1963.12.17 ~ 1967.03.14
O9P4549S,全烋相,전휴상,제6대,100006,"제6대 민주공화당 전북 진안,무주,장수",1963.12.17 ~ 1967.06.30
U9942857,鄭求瑛,정구영,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
CXO2156G,丁來正,정래정,제6대,100006,제6대 민주공화당 전남 광주을 ,1963.12.17 ~ 1967.06.30
Z457542X,丁明燮,정명섭,제6대,100006,제6대 자유민주당 전남 나주,1963.12.17 ~ 1967.06.30
3ZY8842T,鄭成太,정성태,제6대,100006,제6대 민정당 전남 광주갑,1963.12.17 ~ 1965.08.06
R093697J,鄭雲近,정운근,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
Q699375L,鄭一亨,정일형,제6대,100006,제6대 민주당 서울 중구,1963.12.17 ~ 1965.08.07
WEX28089,鄭鎭東,정진동,제6대,100006,제6대 민주공화당 경북 예천군,1963.12.17 ~ 1967.06.30
8TF6180R,鄭泰成,정태성,제6대,100006,제6대 민주공화당 충북 청주,1963.12.17 ~ 1967.06.30
35G1176L,鄭海永,정해영,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1965.08.14
VXE7857Z,鄭憲祚,정헌조,제6대,100006,"제6대 민주공화당 전남 함평,영광군",1963.12.17 ~ 1967.06.30
V3Y4027M,趙擎韓,조경한,제6대,100006,"제6대 민주공화당 전남 순천시,승주군",1963.12.17 ~ 1967.06.30
1L75529M,趙南哲,조남철,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
9ER78348,趙始衡,조시형,제6대,100006,제6대 민주공화당 부산 중구,1963.12.17 ~ 1967.06.30
BPU25498,趙尹衡,조윤형,제6대,100006,제6대 민정당 서울 성북구갑,1963.12.17 ~ 1967.06.30
1AT5639X,曹在千,조재천,제6대,100006,제6대 민주당 ,1963.12.17 ~ 1965.10.12
ZJB3211N,曺昌大,조창대,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
C354091P,陳基培,진기배,제6대,100006,"제6대 민정당 경북 영양,울진군",1963.12.17 ~ 1967.06.30
C5E1016K,陳馨夏,진형하,제6대,100006,제6대 민정당 충남 대전,1963.12.17 ~ 1967.05.14
D2H3317X,車智澈,차지철,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
HDI20908,崔斗高,최두고,제6대,100006,제6대 민주공화당 부산 진구을,1963.12.17 ~ 1967.06.30
98V59336,崔瑞日,최서일,제6대,100006,제6대 민주공화당 전남 완도,1963.12.17 ~ 1967.06.30
HFQ1835Y,崔奭林,최석림,제6대,100006,"제6대 민주공화당 경남 충무,통영,고성군",1963.12.17 ~ 1967.06.30
QNN54052,催守龍,최수룡,제6대,100006,"제6대 민정당 경남 진해,창원시",1963.12.17 ~ 1967.05.15
2RB25984,崔泳謹,최영근,제6대,100006,제6대 민주당 경남 울산시울주구,1963.12.17 ~ 1967.06.30
H6251808,崔永斗,최영두,제6대,100006,제6대 민주공화당 전북 완주,1963.12.17 ~ 1967.06.30
XDJ1378K,崔貞基,최정기,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
55Q77773,崔致煥,최치환,제6대,100006,제6대 민주공화당 경남 남해군,1963.12.17 ~ 1967.06.30
KFJ9834X,崔熙松,최희송,제6대,100006,제6대 민주당 ,1963.12.17 ~ 1967.06.30
ZDR33316,韓建洙,한건수,제6대,100006,제6대 국민의당 충남 예산군,1963.12.17 ~ 1967.06.30
V9C9847B,韓根祖,한근조,제6대,100006,제6대 민중당 ,1966.12.14 ~ 1966.12.19
Z7864733,韓相駿,한상준,제6대,100006,"제6대 민주공화당 전북 임실군,순창군",1963.12.17 ~ 1967.06.30
RU086118,韓泰淵,한태연,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
3HV2016Y,韓通淑,한통숙,제6대,100006,제6대 민주당 서울 영등포구갑,1963.12.17 ~ 1967.06.30
3W060175,咸德用,함덕용,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
O6K5681N,玄梧鳳,현오봉,제6대,100006,제6대 민주공화당 제주 남제주군,1963.12.17 ~ 1967.06.30
9U97658K,洪英基,홍영기,제6대,100006,제6대 민중당 서울 서대문구을,1965.11.09 ~ 1967.05.13
3AA37867,洪翼杓,홍익표,제6대,100006,"제6대 민주당 경기 연천,포천,가평군",1963.12.17 ~ 1967.06.30
WEP8494X,黃仁元,황인원,제6대,100006,"제6대 민정당 경기 파주,고양군",1963.12.17 ~ 1967.06.30
4IR7382A,黃虎鉉,황호현,제6대,100006,"제6대 민주공화당 강원 횡성,평창군",1963.12.17 ~ 1967.06.30
9RI3096S,高在珌,고재필,제7대,100007,"제7대 민주공화당 전남 담양,장성군",1967.07.01 ~ 1971.06.30
EYV9357U,高興門,고흥문,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
YO04151N,孔正植,공정식,제7대,100007,제7대 민주공화당 경남 밀양,1967.07.01 ~ 1971.06.30
S903593H,具泰會,구태회,제7대,100007,"제7대 민주공화당 경남 진주,진양",1967.07.01 ~ 1971.06.30
6L28933S,奇世豊,기세풍,제7대,100007,"제7대 민주공화당 전남 곡성,화순군",1967.07.01 ~ 1967.07.10
0A04065B,吉在號,길재호,제7대,100007,제7대 민주공화당 충남 금산군,1967.07.01 ~ 1971.06.30
WFD5707I,吉典植,길전식,제7대,100007,제7대 민주공화당 전남 장흥군,1967.07.01 ~ 1971.06.30
QM315818,金圭南,김규남,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1969.05.15
ST04308D,金達洙,김달수,제7대,100007,제7대 민주공화당 충남 공주,1967.07.01 ~ 1971.06.30
0WP29701,金大中,김대중,제7대,100007,제7대 신민당 전남 목포,1967.07.01 ~ 1971.06.30
GMI2251T,金大鎭,김대진,제7대,100007,제7대 민주공화당 경북 안동,1967.07.01 ~ 1971.06.30
02E7012K,金度演,김도연,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1967.07.19
59Y79201,金東煥,김동환,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
YNG7812L,金斗鉉,김두현,제7대,100007,제7대 민주공화당 충남 당진,1967.07.01 ~ 1971.06.30
9HG7146S,金柄淳,김병순,제7대,100007,제7대 민주공화당 전남 해남,1967.07.01 ~ 1971.06.30
ATK8082V,金鳳煥,김봉환,제7대,100007,"제7대 민주공화당 경북 군위,선산",1967.07.01 ~ 1971.06.30
M7P6011X,金三祥,김삼상,제7대,100007,"제7대 민주공화당 경남 산청,합천군",1967.07.01 ~ 1971.06.30
JJ64316E,金相賢,김상현,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
FCE8204Q,金成坤,김성곤,제7대,100007,"제7대 민주공화당 경북 달성,고령군",1967.07.01 ~ 1971.06.30
FUS8484L,金星鏞,김성용,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
JTW1054Z,金聲喆,김성철,제7대,100007,"제7대 민주공화당 전북 이리시,익산군",1967.07.01 ~ 1971.06.30
GVA4021K,金成熺,김성희,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
2B673556,金洗榮,김세영,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1970.07.22
ND28358S,金守漢,김수한,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
53Z1116Z,金永福,김영복,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
PB86833Y,金泳三,김영삼,제7대,100007,제7대 신민당 부산 서구,1967.07.01 ~ 1971.06.30
BQI9725M,金玉仙,김옥선,제7대,100007,"제7대 신민당 충남 보령시,서천군",1968.06.05 ~ 1971.06.30
54K2140N,金容珣,김용순,제7대,100007,"제7대 민주공화당 경남 사천,하동,삼천포",1967.07.01 ~ 1971.06.30
OY15124H,金容鎭,김용진,제7대,100007,제7대 민주공화당 전북 전주,1967.07.01 ~ 1971.06.30
HT966869,金鎔采,김용채,제7대,100007,제7대 민주공화당 ,1969.05.21 ~ 1971.06.30
BBS5382L,金龍泰,김용태,제7대,100007,"제7대 민주공화당 충남 대덕,연기군",1967.07.01 ~ 1971.06.30
18B27173,金龍鎬,김용호,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
YVJ33772,金遇敬,김우경,제7대,100007,"제7대 민주공화당 전남 순천시,승주군",1967.07.01 ~ 1971.06.30
T1594364,金宇營,김우영,제7대,100007,"제7대 민주공화당 강원 춘천,춘성",1967.07.01 ~ 1971.03.08
6W47398I,金元萬,김원만,제7대,100007,제7대 신민당 서울 용산구,1967.07.01 ~ 1971.06.30
3RK7299O,金裕琸,김유탁,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
Z4J7464J,金裕澤,김유택,제7대,100007,제7대 민주공화당 충북 제천시단양군,1967.07.01 ~ 1971.06.30
1VS9671T,金殷夏,김은하,제7대,100007,제7대 신민당 경기 인천시을,1967.07.01 ~ 1971.06.30
IAJ7601G,金應柱,김응주,제7대,100007,제7대 신민당 부산 중구,1967.07.01 ~ 1971.06.30
3M79432H,金益俊,김익준,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
LBW3224V,金長涉,김장섭,제7대,100007,"제7대 민주공화당 경북 포항시,영일,울릉군",1967.07.01 ~ 1971.06.30
DSL4089Q,金在光,김재광,제7대,100007,제7대 신민당 서울 서대문구갑,1967.07.01 ~ 1971.06.30
63S5844T,金在紹,김재소,제7대,100007,"제7대 민주공화당 경기 김포,강화",1967.07.01 ~ 1971.06.30
NPZ9074T,金在淳,김재순,제7대,100007,"제7대 민주공화당 강원 철원,화천,양구",1967.07.01 ~ 1971.06.30
X9D7144K,金正烈,김정열,제7대,100007,제7대 신민당 경기 인천갑,1967.07.01 ~ 1971.06.30
PRC8657T,金貞烈,김정열,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
G5G1465T,金鍾翊,김종익,제7대,100007,제7대 민주공화당 충남 부여군,1968.09.24 ~ 1971.06.30
A3067041,金種哲,김종철,제7대,100007,"제7대 민주공화당 충남 천안,천원군",1967.07.01 ~ 1971.06.30
PAR7137B,金鍾泌,김종필,제7대,100007,제7대 민주공화당 충남 부여군,1967.07.01 ~ 1968.06.02
NK94811P,金鍾浩,김종호,제7대,100007,"제7대 민주공화당 강원 속초시,고성,양양",1967.07.01 ~ 1971.06.30
OIP6203T,金周仁,김주인,제7대,100007,제7대 민주공화당 경남 거제,1967.07.01 ~ 1971.06.30
4CS27498,金振晩,김진만,제7대,100007,제7대 민주공화당 강원 삼척군,1967.07.01 ~ 1971.06.30
VX862398,金昌槿,김창근,제7대,100007,"제7대 민주공화당 경북 영주,봉화군",1967.07.01 ~ 1971.06.30
JAT8591P,金昌郁,김창욱,제7대,100007,"제7대 민주공화당 경남 의령,함안군",1967.07.01 ~ 1971.06.30
NT15824P,金天洙,김천수,제7대,100007,제7대 민주공화당 경북 상주,1967.07.01 ~ 1971.06.30
PED99438,金澤壽,김택수,제7대,100007,제7대 민주공화당 경남 김해,1967.07.01 ~ 1971.06.30
4K22052J,金顯基,김현기,제7대,100007,제7대 신민당 ,1967.08.17 ~ 1971.06.30
PA35164W,金炯一,김형일,제7대,100007,제7대 신민당 경기 화성,1967.07.01 ~ 1971.06.30
EBP5346U,金弘壹,김홍일,제7대,100007,제7대 신민당 서울 마포구,1967.07.01 ~ 1971.06.30
POA91248,盧載弼,노재필,제7대,100007,"제7대 민주공화당 경남 양산,동래군",1967.07.01 ~ 1971.06.30
7KC1599Z,文太俊,문태준,제7대,100007,"제7대 민주공화당 경북 청송,영덕",1967.07.01 ~ 1971.06.30
VEL92627,閔機植,민기식,제7대,100007,제7대 민주공화당 충북 청원군,1967.07.01 ~ 1971.06.30
NBP98519,閔丙權,민병권,제7대,100007,"제7대 민주공화당 경남 함양,거창군",1967.07.01 ~ 1971.06.30
J5532800,朴己出,박기출,제7대,100007,제7대 신민당 부산 동구,1967.07.01 ~ 1971.03.22
STT6756Q,朴勞선,박노선,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
Y8G8185H,朴斗先,박두선,제7대,100007,제7대 민주공화당 전북 정읍,1967.07.01 ~ 1971.06.30
XQI3226N,朴炳培,박병배,제7대,100007,제7대 신민당 충남 대전,1967.07.01 ~ 1971.06.30
04D1245W,朴炳善,박병선,제7대,100007,제7대 민주공화당 충남 예산군,1967.07.01 ~ 1970.12.24
9PW85797,朴順天,박순천,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
59H12309,朴永祿,박영록,제7대,100007,제7대 신민당 강원 원주시원성군,1967.07.01 ~ 1971.06.30
EQX3522Z,朴裁雨,박재우,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
TT897193,朴鍾泰,박종태,제7대,100007,제7대 민주공화당 전남 광산,1967.07.01 ~ 1971.02.23
K4Y86621,朴柱炫,박주현,제7대,100007,"제7대 민주공화당 경북 경산시,청도군",1967.07.01 ~ 1971.06.30
QHJ1904L,朴浚圭,박준규,제7대,100007,제7대 민주공화당 서울 성동구을,1967.07.01 ~ 1971.06.30
D4D6998Z,朴漢相,박한상,제7대,100007,제7대 신민당 서울 영등포구을,1967.07.01 ~ 1971.06.30
TS39783Y,裵吉道,배길도,제7대,100007,제7대 민주공화당 전남 무안군,1967.07.01 ~ 1971.06.30
TNS31153,百南檍,백남억,제7대,100007,제7대 민주공화당 경북 김천시금릉,1967.07.01 ~ 1971.06.30
QU56886G,百斗鎭,백두진,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
1TA8481U,徐珉濠,서민호,제7대,100007,제7대 대중당 전남 고흥군,1967.07.01 ~ 1971.06.30
XWY90381,徐範錫,서범석,제7대,100007,제7대 신민당 서울 성동구을,1967.07.01 ~ 1971.06.30
